sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,344,95,213,285,5,18,1,2,143,39,11,24,376,8,10,29,16,1,19,14,8,14,43,3,8,1,31,11,58,12,42,2,27,345,6,22,1,4,104,5,77,13,3,374,2,30,3,151,5,1,337,13,11,6,8,1,19,16,73,16,95,30,82,2,142,48,2,48,1,392,6,376,4,1,24,120,29,357,5,1,74,128,21,121,11,49,77,34,130,8,1,9,369,62,370
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,64,64,141,7,12,189,99,316,7,47,26,3,238,105,7,3,238,8,1,343,286,2,1,67,6,36,17,7,12,41,141,33,1,85,2,7,12,322,299,43,18,16,3,179,10,15,6,8,1,197,16,4,1,196,141,19
0,1,365,34,152,2,89,32,11,112,197,359,8,2,16,16,34,1,30,20,1,4,150,35,3,73,191,19,4,260,36,4,72,1,19,6,16,235,69,97,32,89,7,6,32,5,1,4,1,4,32,16,3,4,295,1,110,12,6,11,24,368,1,19,6,298,181,18,11,1,180,1,10,8,1,191,6,44,280,13,17,31,72,7,208,18,52,18,33,4,12,9,14,31,72,11,1,18,10,19,6,16,213,16,7,6,43,4,3,5,9,214,124,1,279,6,11,12,42,99,252,158,3,142,86,1,364,4,16,34,57,23,26,94,3,154,160,5,124,1,19,12,59,84,36,86,66,44,273,16,3,12,46,10,58,9,140,170,5,298,181,5,124,11,12,51,9,5,79,33,314,1,150,24,2,98,197,16,5,1,4,5,9,57,38,18,262,30,42,94,1,19,2,42,52,4,112,5,22,1,6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,1,35,1,3,5,37,1,122,6,43,17,99,390,381,10,296,16,29,4,1,96,2,22,1,113,8,39,24,84,52,54,4,377,8,36,37,65,24,56,48,75,360,8,44,50,8,2,5,233,74,5,385,7,12,5,11,1,8,10,116,6,36,385,183,3,317,19,5,143,17,7,12,322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,22,36,2,103,142,41,1,66,355,150,30,1,14,11,394,219,30,269,1,323,320,10,15,14,97,5,5,1,4,357,30,12,5,31,1,4,324,44,8,9,9,43,80,20,25,211,66,184,5,124,46,10,19,7,20,25,69,324,13,33,1,11,70,8,7,33,139,315,267,2,150,71,5,25,3,204,7,135,75,109,15,9,47,63,386,299,144,66,245,2,394,219,80,20,81,33,81,103,26,234,37,2,31,1,197,58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,15,4,33,58,127,21,26,281,7,12,33,46,51,21,3,15,5,79,5,21,9,359,8,37,9,189,5,346,1,4,204,135,338,2,74,8,16,73,16,1,4,301,244,2,325,176,22,12,31,1,4,1,15,139,70,211,5,88,5,198,1,15,3,119,75,44,281,7,12,33,46,51,21,25,235,255,1,274,2,5,56,29,103,121,82,3,15,41,4,10,195,274,246,160,254,49,47,20,256,8,1,25,9,14,174,183,49,9,72,367,1,15,49,7,354,41,8,2,63,7,48,169,7,181,14,185,2,9,80,20,51,21,33,124,9,14,84,31,12,2,12,352,9,209,23,3,17,25,101,30,24,5,1,34,70,365,5,2,139,157,1,197,85,16,112,137,3,238,207,3,238,22,6,29,17,32,28,210,3,54,329,10,274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,81,33,347,21,22,345,13,17,79,21,23,25,241,356,5,79,5,9,57,25,227,280,25,174,198,21,3,238,187,32,127,44,63,27,9,102,11,194,17,1,24,78,48,57,60,21,165,2,118,58,21,57,63,76,13,48,358,271,21,18,171,231,13,3,2,9,102,39,232,20,78,4,3,206,17,21,103,25,5,7,9,337,175,22,21,29,17,10,15,134,228,18,1,387,183,1,1,24,75,174,299,1,190,1,252,14,119,2,21,102,11,48,75,10,6,36,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,386,169,10,16,3,371,8,1,32,1,67,2,12,81,57,46,228,356,31,285,1,243,9,1,18,1,72,70,10,6,183,273,1,111,96,167,1,222,34,71,5,1,67,176,5,1,34,5,37,78,51,6,195,6,11,1,4,2,70,204,24,16,125,32,1,167,1,245,2,1,191,1,4,22,1,1,4,4,215,32,191,1,4,1,97,88,3,229,46,1,4,1,77,9,80,20,102,138,10,6,23,29,8,1,34,24,53,81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,319,2,24,85,119,137,75,10,3,31,111,1,122,14,2,1,91,395,63,1,19,2,396,14,319,9,11,112,70,33,163,137,31,1,58,2,10,206,43,3,329
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,19,3,59,171,14,31,27,111,1,30,35,99,342,3,318,67,158,90,1,361,2,31,3,2,7,5,130,200,73,7,128,130,200,142,30,81,1,339,24,127,1,59,197,77,30,1,158,2,361,5,8,1,10,19,14,207,147,5,32,1,77,30,114,7,17,7,134,3,59,67,188,298,1,247,6,9,1,35,7,6,94,90,1,4,77,6,46,10,19,14,54,7,14,3,73,171,7,1,67,4,1,4,2,1,32,1,158,5,52,2,14,73,295,104,3,54,19,9,61,276,7,5,77,17,52,77,61,23,346,7,6,3,19,46,54,158,192,20,131,136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,3,19,46,52,311,11,76,53,162,266,1,19,6,8,161,85,13,116,48,18,1,3,5,3,13,36,2,3,30,133,315,1,126,14,17,1,2,71,116,5,5,3,67,1,393,21,135,229,183,54,46,1,4,1,19,39,70,52,150,2,52,46,11,3,116,10,6,3,19,13,2,1,14,54,2,1,91,318,5,100,7,6,322,1,114,45,21,38,11,282,4,19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,14,109,48,16,75,10,19,277,14,119,75,11,9,14,395,2,33,1,85,155,14,16,1,41,4,2,129,40,212,16,1,8,40,73,269,266,9,18,29,80,20,40,5,26,324,44,9,118,62,144,14,49,50,1,7,103,106,27,100,60,45,21,47,1,8,1,11,1,4,27,377,9,14,123,10,29,73,320,2,63,119,269,41,10,203,61,130,176,16,29,4,10,12,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,6,23,29,4,139,113,37,66,21,76,2,92,7,194,5,26,37,50,99,244,2,204,7,23,141,7,12,43,11,39,6,228,4,8,10,19,39,24,56,157,11,82,21,21,43,114,18,231,89,7,129,9,10,22,59,381,230,2,9,168,92,7,12,23,322,78,10,192,20,63,29,4,139,113,11,12,37,66,21,47,114,7,13,328,49,213,2,25,3,54,9,145,20,7,38,9,52,113,17,7,6,264,348,2,23,322,109,58,8,1,68,77,30,171,22,1,18,10,19,221,25,69,5,7,92,9,242,174,10,19,74,75,288,58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,3,9,47,20,378,138,10,15,148,20,76,48,58,2,82,18,3,157,2,349,2,53,6,9,64,1,4,27,5,87,16,104,40,9,276,10,5,242,30,7,12,5,60,3,374,16,73,32,33,35,27,59,244,288,28,14,3,59,2,374,8,157,100,84,1,185,6,16,73,21,47,20,130,331,13,125,16,2,208,3,15,11,78,119,35,1,76,130,10,15,42,127,3,8,62,345,346
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,1,98,17,175,22,76,52,220,8,7,7,22,2,22,21,25,3,93,2,7,103,26,3,237,178,48,6,93,2,16,3,11,140,8,1,28,332,8,76,13,1,34,156,25,44,74,41,1,137,8,1,167,24,59,54,2,1,4,79,5,26,3,116,105,41,4,263,16,5,51,6,147,22,17,10,175,22,21,25,3,93,149,2,39,47,26,3,237,151,5,13,3,178,4,151,91,2,2,33,4,45,34,103,82,3,167,22,3,89,21,140,26,5,82,29,22,112,2,311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,280,26,17,10,15,42,8,7,12,8,193,33,350,2,135,73,9,25,56,138,256,53,22,10,15,65,71,193,56,165,1,159,11,12,52,282,4,281,7,14,342,22,1,222,11,196,15,10,13,65,14,16,73,68,230,193,71,8,2,48,75,234,107,71,3,178,4,38,39,70,1,33,123,1,353,272,2,46,15,9,214,124,7,12,2,376,348,7,103,26,119,64,63,45,7,42
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,292,9,14,22,10,98,108,299,1,72,144,9,14,8,7,72,4,33,1,24,1,24,2,24,23,4,104,9,38,11,65,31,1,197,58,148,20,82,83,337,2,43,1,24,37,93,246,2,161,98,391,59,200,35,7,12,252,2,77,153,50,13,262,30,232,20,63,8,1,72,2,12,6,318,117,3,282,11,34,347,233,74,1,160,2,7,145,20,153,49,3,306,8,159,281,7,12,282,4,18,95,77,5,117,233,74,18,3,218,58,17,7,2,77,233,74,8,37,9,30,9,5,26,13,8,43,38,2,9,340,39,24,101,48,4,10,98,2,9,340,81,47,60,1,245,2,127,11,34,61,240,31,117,10,98
1,9,386,28,14,22,2,289,11,28,176,3,187,8,1,162,381,203,1,5,26,8,10,19,37,14,22,3,5,11,28,42,126,9,168,23,147,5,18,27,266,8,1,39,24,326,119,137,38,30,103,152,210,48,13,27,187,17,1,216,6,128,3,54,329,28,47,20,291,5,129,52,4,27,2,17,11,12,133,63,42,3,1,216,6,9,308,87,8,1,187,2,1,245,87,2,12,110,32,1,85,1,111,266,8,1,19,166,27,126,61,96,26,32,12,23,37,126,104,3,162,2,9,20,17,143,1,91,2,122,7,128,88,90,12,110,57,5,255,27,177,2,87,18,7,17,21,102,51,9,168,277,3,178,4,24,38,11,27,110,14,365,5,26,16,14,12,8,27,244,85,62,68,4,1,19,57,26,99,259,18,52,279,7,43,105,18,88,166,1,326,97,263,2,14,32,1,91,264,75,122
1,30,3,5,2,7,32,1,43,5,60,45,34,47,76,200,13,7,2,16,336,5,1,370,1,25,2,50,108,37,73,11,1,18,1,237,17,42,3,11,33,6,23,16,7,5,26,10,15,103,25,69,3,93,116,385,388,17,1,15,105,78,58,22,5,102,12,110,264,75,22,1,21,60,133,8,40,11,40,1,19,2,81,76,5,102,33,46,7,33,46,7,7,43,275,264,108,3,132,246,49,21,24,179,8,1,4,36,2,89,25,5,11,5,46,51,5,40,8,1,2,24,1,157,8,10,15,34,190,53,91,2,13,43,1,179,4,45,1,206,71,48,58,22,112,91,2,1,39,5,43,79,53,10,103,25,69,36,388,13,1,85,7,6,96,4,1,6,34,140,25,41,33,1,13,12,110,2,97,11,3,272,15,18,1,17,9,7,12,135,36,15,9,79,276,10,15,17,18,1,230
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,6,7,208,109,115,172,5,1,24,256,22,75,224,186,2,8,125,3,85,11,7,174,41,4,131,372,161,14,2,20,25,69,141,45,7,70,80,20,60,10,15,39,12,3,157,21,309,106,26,5,346,147,5,181,121
0,3,54,351,1,3,30,27,33,4,1,24,2,28,83,1,42,3,17,49,3,80,20,134,3,54,329,4,3,357,5,62,49,9,202,9,189,12,269,8,52,236,113,246,4,9,135,47,20,87,8,1,15,107,86,3,35,3,16,3,28,1,108,8,1,27,8,29,4,1,14,303,37,128,1,4,12,13,1,2,9,189,59,16,5,1,4,90,39,354,5,26,2,1,4,1,16,273,145,20,78,4,3,8,10,19,6,48,318,5,100,8,36,16,4,273,92,34,3,116,123,58,44,281,70,134,3,329,8,27,4,56,57,26,5,262,11,317,2,83,22,201,76,41,16,5,1,259,7,6,3,238,4,3,17,6,78,38,1,5,108,27,271,5,9,380,2,39,24,37,101,28,42,8,40,11,7,12,9,384,20,1,59,153,92,7,12,7,12,3,54,166,21,309,124,16,9,128,14,55,171
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,15,250,12,8,10,81,1,4,22,36,165,1,159,295,39,24,36,33,8,33,7,12,3,93,180,19
