sentiment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94,216,41,2,6,3,30,250,128,5,41,52,5,255,8,27,290,6,40,242,16,3,37,1,285,24,5,53,8,1,122,3,294,83,5,3,2,1,4,3,346,22,3,273,323,1,113,214,4,3,34,81,20,82,38,10,2,39,12,3,277,1,356,2,1,2,1,1,86,13,53,2,1,79,51,34,24,2,190,307,30,24,33,1,307,8,139,11,24,2,17,65,3,4,77,22,4,1,2,18,39,24,121,3,227,186,57,23,9,337,11,62,14,138,1,378,171,138,1,146,20,43,35,27,16,28,1,19,31,248,5,18,1,307,274,3,2,32,51,3,4,324,123,1,56,1,4,30,130,5,8,1,61,143,7,33,125,3,18,1,74,4,30,56,354,8,1,1,54,6,2,2,24,33,41,22,228
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,29,4,1,155,23,168,1,49,10,165,9,25,5,124,49,71,9,167,11,6,29,347,17,16,1,165,28,176,27,267,2,9,394,344,87,28,14,125,3,198,17,28,129,82,88,9,369,1,98,5,60,370,2,1,302,2,219,96,7,14,194,5,60,190,3,115,2,64,48,194,5,114,219,12,267,14,3,2,63,395,28,1,98,14,54,84,8,3,187,2,1,255,8,36,267,9,213,279,10,45,21,343,13,3,2,168,219,166,13,56,22
0,1,1,12,280,13,1,6,2,14,49,55,263,50,31,1,18,1,16,45,11,235,20,211,34,254,98,1,182,13,1,31,40,89,7,12,59,5,50,1,68,31,1,153,4,1,7,12,11,6,23,30,28,28,6,2,95,6,1,8,1,34,104,1,8,131,280,11,7,12,11,12,81,20,25,36,9,223,11,14,16,7,5,104,3,17,1,144,6,302,4,34,98,11,42,1,4,13,1,2,27,3,8,29,4,12,46,90,5,3,31,10,215,7,14,43,9,337,80,76,7,37,193,329,132,5,396,30,135,5,34,385,5,257,50,304,32,1,2,25,3,42,2,276,25,69,6,8,1,4,104,85,104,3,32,52,65,205,88,46,87,64,392,7,12,193,5,60,90,101,77,376,117,10,98,9,118,9,43,10,98,5,26,119,9,169,8,299,51,8,304,17,45,9,114,7,9,310,95,18,1
1,5,256,18,139,41,39,11,81,20,256,353,37,81,20,26,1,273,199,5,1,4,1,48,37,75,1,15,2,1,15,61,82,48,264,108,1,273,234,50,8,9,102,63,5,10,273,2,15,58,155,70,166,1,8,1,12,58,116,6,46,1,86,4,100,18,3,8,36,357,8,365,10,44,7,12,3,4,7,12,3,11,7,6,16,52,4,12,15,7,12,300,35,11,2,16,1,74,42,79,23,256,1,228,7,134,23,51,1,15,6,46,31,33,139,11,1,15,346,22,10,61,67,26,43,380,10,15,14,97,8,37,81,20,1,352,123,11,34,292,5,112,10,6,51,9,38,46,7,7,12,84,94,299,8,10,187,55,6,43,16,2,7,12,94,168,40,63,126,18,45,21,180,5,62,21,61,113,380,40,18,40,22,2,119,2,30,55,10,10,15,61,195,21,36,152,4,40,3,311,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,22,36,2,102,142,41,1,66,352,150,30,1,14,11,397,220,30,269,1,325,323,10,15,14,97,5,5,1,4,358,30,12,5,31,1,4,318,44,8,9,9,43,81,20,25,211,66,184,5,124,46,10,19,7,20,25,69,318,13,33,1,11,70,8,7,33,139,315,266,2,150,72,5,25,3,201,7,135,75,111,15,9,47,64,380,299,144,66,239,2,397,220,81,20,80,33,80,102,26,232,37,2,31,1,196,59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,8,18,13,2,4,3,3,2,3,1,4,96,18,3,303,13,3,100,308,18,3,3,68,46,2,46,1,4,4,100,12,2,38,12,1,94,109,3,273,8,3,12,10,15,6,3,18,1,5,1,4,3,18,3,13,2,13,131,159,1,4,1,4,1,2,1,4,1,4,173,5,195,1,264,4,209,96,94,137,205,10,19,4,3,19,46,2,46,4,100,2,4,111,2,24,1,4,3,126,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,228,18,3,54,1,19,14,236,2,1,150,17,1,70,58,66,149,24,62,13,1,19,8,1,71,214,138,129,1,66,198,1,23,63,5,1,15,5,90,66,28,14,2,5,25,3,1,66,43,105,5,5,5,128,27,31,248,335,157,56,109,31,33,18,1,44,1,58,219,8,78,4,243,11,135,5,60,1,108,1,5,1,8,64,48,11,28,5,2,61,23,5,1,198,64,48,11,27,2,89,1,294,87,31,5,364,145,5,27,2,396,27,325,35,1,66,20,28,43,108,1,4,1,5,396,325,2,66,198,43,1,3,11,171,104,22,58,126,2,56,215,5,15
1,27,77,18,27,17,49,87,11,55,6,2,11,55,156,26,5,359,5,1,4,5,50,27,28,5,1,4,27,2,87,5,5,87,12,129,133,11,14,8,12,28,1,115,5,1,386,122,28,57,26,1,6,2,13,87,41,4,1,86,27,8,302,1,342,49,12,371,108,3,42,1,2,1,32,1,18,53,34,1,2,11,18,40,324,1,27,54,264,2,16,6,3,220,30,5,291,11,161,8,40,100,6,1,4,40,1,4,40,65,102,25,69,3,94,8,19,6,2,1,24,5,12,280,2,16,1,32,5,108,27,13,6,30,5,1,2,11,25,5,12,2,259,72,3,214,16,1,113,4,1,19,70,1,5,99,349,49,3,163,30,5,1,1,8,12,100,49,28,27,2,6,5,27,4,359,2,18,1,19,12,7,16,3,27,13,1,13,2,3,241,2,384,8,1,241,2,257,68,2,2
0,28,14,135,49,189,1,71,59,166,8,158,100,14,296,16,39,14,52,4,350,8,27,1,15,235,20,345,73,18,88,7,235,20,7,235,20,63,243,9,14,43,37,46,253,11,14,330,13,7,9,5,60,90,7,41,2,45,102,329,28,146,20,63,1,67,214,9,306,38,3,242,194,14,1,238,136,49,34,8,117,11,14,17,9,72,5,62,280,200,49,34,2,67,96,97,88,13,1,71,59,14,49,34,35,13,308,21,103,1,387,5,13,219,35,1,2,28,14,135,265,11,14,141,1,348,59,9,14,49,34,33,4,1,2,4,17,34,72,12,280,275,7,14,37,141,10,15,14,7,14,271,96,4,50,2,102,25,69,37,78,119,17,56,6,114,45,21,170,17,10,15,6,23,141,1,4,7,9,360,41,4,7,2,49,9,306,41,7,14,9,43,5,226,37,66,37,114,45,21,170
1,2,1,8,1,28,199,5,35,104,3,281,4,5,104,3,281,4,243,18,1,10,19,134,22,1,4,2,65,70,3,8,11,245,2,8,99,1,222,11,46,4,1,14,6,123,105,17,1,4,1,6,23,293,1,54,109,6,46,5,3,35,12,134,3,238,177,13,3,260,4,1,209,2,7,41,55,14,3,54,18,1,220,4,3,30,14,260,48,75,1,4,11,245,276,25,45,39,72,23,69,3,100,2,359,148,22,29,54,4,1,19,6,1,86,1,4,1,191,85,2,90,112,58,1,33,8,33,1,91,24,58,73,1,91,24,23,43,379,2,1,150,24,211,5,1,217,10,6,3,94,15,7,12,23,181,3,94,17,7,134,73,211,7,3,92,6,37,8,27,187,2,134,7,37,73,2,92,205,1,95,4,40,1,22,311,107,14,58,16,73,2,37,7,14,36,8,11,339,7,182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,185,4,51,102,130,330,253,64,6,105,54,3,11,11,295,4,70,49,175,4,83,70,211,18,3,2,3,286,5,231,1,288,14,145,5,1,259,37,66,14,1,68,35,1,90,101,4,261,42,10,69,206,22,66,54,182,90,101,261,39,14,23,36,251,8,10,97,3,5,50,1,4,209,1,67,4,1,15,2,1,223,4,28,2,35,3,158,209,13,3,50,173,2,32,36,88,5,29,4,139,68,7,47,20,26,16,66,16,128,66,5,39,24,5,21,74,75,64,1,2,194,280,4,8,5,5,3,18,3,155,160,21,25,78,5,5,31,1,31,248,5,1,2,1,11,34,81,20,103,51,34,180,46,5,9,339,10,18,131,152,7,12,59,5,76,52,2,385,175,1,171,22
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,250,5,352,28,31,4,282,31,1,196,59,162,312,42,3,2,5,1,4,40,152,8,3,1,5,40,2,25,164,40,5,1,23,87,7,12,23,34,8,117,21,47,236,78,41,1,372,4,1,121,1,121,6,186,5,255,7,17,2,82,3,58,2,25,340,1,6,54,32,18,352,2,173,263,128,27,8,3,63,218,8,13,27,84,42,3,155,141,16,135,1,15,192,20,11,54,1,372,4,1,185,2,95,4,1,377,6,43,23,141,246,6,43,334,5,190,18,203,84,39,6,3,265,6,269,18,2,39,12,52,375,377,31,29,215,11,12,51,10,128,270,95,4,1,59,9,7,14,31,1,59,17,7,297,16,33,8,33,3,37,37,15,13,52,32,3,54,185,2,52,94,9,195,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,304,4,62,100,145,9,204,3,4,10,86,145,8,2,9,169,135,8,23,171,44,229,25,9,93,125,3,320,4,1,259,39,6,230,9,47,124,46,10,19,126,397,121,241,1,15,62,332,2,9,305,361,145,35,1,4,1,28,11,229,7,14,3,28,20,195,157,243,8,56,90,78,80,70,154,90,12,10,4,3,15,6,237,12,388
1,113,5,228,35,11,9,25,93,201,324,3,30,6,41,5,334,5,85,1,1,217,8,10,15,6,94,2,1,150,13,12,113,263,138,28,140,26,1,162,312,8,1,18,41,304,6,37,54,8,222,11,171,9,369,1,9,223,11,276,23,142,58,8,87,22,259,27,244,167,2,293,28,192,20,181,16,16,6,28,47,135,13,1,113,4,83,33,4,1,150,8,10,19,24,58,73,206,2,1,24,18,10,4,19,16,73,1,67,136,9,47,124,46,10,15,6,11,1,68,6,3,116,9,118,12,109,12,140,25,69,8,1,15,246,8,5,138,28,166,3,1,277,28,134,6,58,17,21,81,20,143,41,274,1,58,153,39,24,3,342,4,74,184,11,24,106,63,318,17,10,6,3,15,37,21,103,122,1,8,225,10,281,4,15,2,7,20,109,167,10,6,3,217,15,11,9,279,37,18,1
1,1,372,4,1,8,1,53,6,135,211,167,34,175,48,75,16,34,50,8,53,244,1,4,12,10,205,18,36,17,6,67,3,54,136,8,1,219,2,140,237,26,11,39,384,20,26,1,31,1,23,92,298,182,1,355,186,76,3,179,205,3,5,16,1,66,198,21,117,5,28,6,3,2,376,4,3,2,6,84,4,11,198,8,265,35,41,4,4,1,41,181,16,28,272,1,18,48,259,59,2,297,16,1,4,115,21,213,170,5,131,71,64,45,28,134,142,38,3,4,30,189,8,59,32,8,308,89,197,8,1,165,16,16,207,17,48,2,10,59,301,1,8,1,19,7,12,23,1,113,45,21,151,23,93,111,4,1,74,17,7,134,98,3,5,11,80,81,20,76,5,1,217,260,75,1,2,45,11,12,23,211,5,76,21,7,12,84,326,168,43,18,1,260,4,36,3,354,31,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,130,5,1,52,2,5,1,24,141,77,13,30,81,20,124,78,43,39,13,24,23,33,11,141,265,203,39,192,20,3,265,358,8,7,2,39,192,20,29,141,136,8,7,318,112,184,50,2,83,22,53,7,12,9,118,34,41,1,144,34,156,25,41,74,105,30,33,80,103,6,11,34,41,192,20,39,111,48,1,126,5,88,39,12,3,177,4,7,12,367,5,26,3,357,7,12,367,5,26,3,162,45,7,12,37,8,1,77,24,138,24,34,33
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,29,4,1,113,9,25,120,93,43,1,74,245,9,14,4,10,15,32,133,22,270,7,360,145,5,88,38,3,123,9,25,106,69,48,32,3,15,75,32,10,29,108,1,15,14,123,9,175,102,23,18,46,304,56,15,42,120,88,11,86,171,9,14,31,1,59,4,1,15,2,25,23,93,7,229,17,208,9,47,143,3,5,37,11,9,47,114,7,9,170,5,45,262,21,60,10,15,13,83,130,21,61,23,26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,29,4,1,95,340,2,110,9,25,120,93,171,168,10,19,9,14,11,230,102,195,50,3,18,99,361,2,11,7,14,3,8,5,8,10,17,9,306,8,3,1,4,383,1,68,4,3,163,30,368,13,27,1,4,1,6,3,17,3,242,105,2,78,48,13,1,166,1,35,3,32,75,28,6,31,1,12,49,1,30,252,38,263,50,2,294,1,27,250,22,3,85,1,2,3,30,294,3,5,87,2,27,100,48,75,298,13,12,28,5,396,1,2,1,273,65,42,7,47,85,60,62,302,4,1,4,31,15,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,230,46,10,19,274,9,369,7,62,8,222,9,164,3,142,27,20,78,188,17,9,14,18,133,5,114,37,9,369,7,73,5,3,219,68,308,9,195,7,172,172,1,19,166,96,77,11,31,1,196,290,29,6,58,1,166,87,1,74,6,3,29,134,51,28,1,74,16,28,12,35,1,71,4,1,19,80,60,1,239,1,96,2,60,90,34,128,3,116,22,233,74,7,12,3,4,178,11,5,383,3,54,68,202,77,41,4,44,5,396,1,245,39,12,3,4,2,8,39,23,253,47,120,130,43,179,23,33,47,120,26,2,10,19,263,1,177,45,21,114,10,19,2,24,23,9,213,11,21,81,20,114,243,182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,6,3,242,48,75,1,387,2,6,3,58,17,7,324,38,34,3,155,4,209,174,8,2,41,4,1,239,52,4,1,91,24,2,1,12,6,5,124,1,248,283,34,102,76,200,13,10,8,3,333,17,149,52,48,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,71,10,1,11,7,6,148,5,26,3,2,7,134,122,7,8,11,188,1,68,6,78,75,276,26,2,6,3,31,8,1,159,216,1,185,6,2,13,2,1,113,188,43,308,4,27,8,36,312,1,390,389,5,8,1,341,1,24,94,1,266,2,217,24,45,72,4,286,1,1,196,86,12,72,80,79,76,5,60,1,92,34,266,47,20,7,89,2,166,8,3,2,18,1,201,1,13,1,56,18,53,92,34,24,265,2,12,104,32,10,6,16,24,1,4,4,12,109,398,8,3,4,27,45,1,70,5,275,4,8,308,265,12,147,20,181,17,7,12,3,23,3,66,7,102,26,16,3,58,54,19,2,16,7,6,36,194
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3,44,6,12,95,46,77,5,53,11,9,151,120,93,1,136,6,11,34,5,1,18,53,71,32,3,2,89,3,41,2,1,6,246,5,1,1,25,52,379,49,80,60,83,8,1,4,1,245,2,80,60,52,164,44,3,15,328,49,1,38,9,287,10,308,6,58,78,3,48,18,75,285,8,222,9,71,204,10,22,1,11,72,11,140,383,21,51,5,149
