review,sentiment,text_pos
wow i was told this would be a b movie worth watching i feel that i was misled after seeing this preview event the plot is a twisted make of several films at best even the title is a take on another film if you can give the movie that much credit i am sorry to say that i was taken to the cleaners i wouldn t waste your time on this one this movie appears to be a bunch of wannabes who got together and made a poor idea of a movie on a weekend with a borrowed camera being in the entertainment business i can judge a decent film and this one deserves to be shelved or discarded my advice stick to a classic like the 1979 dawn of the dead on a scale of 1 to 10 even a 1 is being nice to producers because this movie blows below limit of what sucks the producers need to stay with their daytime jobs if you do view the movie please be honest in your posting this one seems to have been hyped up and inflated by a few there are a few who have seen this for what it is and posted correctly sorry but i have to say this is one to be skipped ,0,NN-NN-VBD-VBN-DT-MD-VB-DT-JJ-NN-IN-VBG-JJ-VBP-IN-NN-VBD-VBN-IN-VBG-DT-NN-NN-DT-NN-VBZ-DT-JJ-NN-IN-JJ-NNS-IN-JJS-RB-DT-NN-VBZ-DT-NN-IN-DT-NN-IN-PRP-MD-VB-DT-NN-IN-JJ-NN-NN-VBP-NN-TO-VB-IN-NN-VBD-VBN-TO-DT-NNS-VBP-VBP-JJ-IN-PRP$-NN-IN-DT-CD-DT-NN-VBZ-TO-VB-DT-NN-IN-NNS-WP-VBD-RB-CC-VBD-DT-JJ-NN-IN-DT-NN-IN-DT-NN-IN-DT-VBN-NN-VBG-IN-DT-NN-NN-NN-MD-VB-DT-JJ-NN-CC-DT-CD-VBZ-TO-VB-VBN-CC-VBN-PRP$-NN-NN-TO-DT-JJ-IN-DT-CD-NN-IN-DT-JJ-IN-DT-NN-IN-CD-TO-CD-RB-DT-CD-VBZ-VBG-JJ-TO-NNS-IN-DT-NN-VBZ-IN-NN-IN-WP-VBZ-DT-NNS-VBP-TO-VB-IN-PRP$-NN-NNS-IN-PRP-VBP-VB-DT-NN-NN-VB-VBN-IN-PRP$-NN-DT-CD-VBZ-TO-VB-VBN-VBN-RP-CC-VBN-IN-DT-JJ-EX-VBP-DT-JJ-WP-VBP-VBN-DT-IN-WP-PRP-VBZ-CC-VBN-RB-JJ-CC-NNS-VBP-TO-VB-DT-VBZ-CD-TO-VB-VBN
this film was produced and released as a successor to a ghastly although fairly popular slapstick californian beach comedy called hardbodies but it has little or no connection with the earlier film and is better assessed completely in its own right it is certainly better than hardbodies i and is more closely related to films such as venus and summer lovers which were also filmed during summer in the greek islands the combination of blissful beaches on blue bays with beautiful bare bosoms makes for seductive viewing but except for travelogues just designed to help plan your next holiday even such films require an adequate story line if they are to hold a viewers attention for more than a very few minutes venus was underpinned by the legend of the re incarnation of the goddess and summer lovers had the viability of a menage a trois as its theme in my view both these films were much more successful than hardbodies ii which has a very tenuous story line and depends too much on simplistic semi slapstick comedy the use of slapstick quickly becomes tedious it usually leads to a series of very short self contained cameo sequences that are hard to integrate into an ongoing story line mel brooks achieved this brilliantly with silent movie but few other films have succeeded in the same way and hardbodies ii unfortunately does not there is also the problem that the slapstick sequences do not co habit happily with the idyllic and peaceful scenario in which the film is set the final airport sequences were no doubt intended to provide a hilarious ending for this film but in my opinion they are an example of the worst type of overplayed slapstick pseudo comedy they are also grossly overlong so i left the cinema with a bad taste left in my mouth this is a film which could have been much more successful with a stronger story line and with most of its slapstick sequences very heavily pruned as it was released it certainly does not warrant a viewers rating higher than 3 there is little memorable in the acting but the cast does its best within the limitations imposed by a meagre story line and poor direction it is in these latter areas that the failure arises ,0,DT-NN-VBD-VBN-CC-VBN-IN-DT-NN-TO-DT-RB-IN-RB-JJ-NN-JJ-NN-NN-VBN-NNS-CC-PRP-VBZ-RB-CC-DT-NN-IN-DT-JJR-NN-CC-VBZ-RBR-VBN-RB-IN-PRP$-JJ-NN-PRP-VBZ-RB-JJR-IN-NNS-JJ-CC-VBZ-RBR-RB-VBN-TO-NNS-JJ-IN-NN-CC-NN-NNS-WDT-VBD-RB-VBN-IN-NN-IN-DT-JJ-VBZ-DT-NN-IN-JJ-NNS-IN-JJ-NNS-IN-JJ-NN-NNS-VBZ-IN-JJ-NN-CC-IN-IN-NNS-RB-VBN-TO-VB-VB-PRP$-JJ-NN-RB-JJ-NNS-VBP-DT-JJ-NN-NN-IN-PRP-VBP-TO-VB-DT-NNS-NN-IN-JJR-IN-DT-RB-JJ-NNS-VBP-VBD-VBN-IN-DT-NN-IN-DT-JJ-NN-IN-DT-NN-CC-NN-NNS-VBD-DT-NN-IN-DT-NN-DT-NN-IN-PRP$-NN-IN-PRP$-NN-DT-DT-NNS-VBD-RB-RBR-JJ-IN-NNS-VBP-WDT-VBZ-DT-RB-JJ-NN-NN-CC-VBZ-RB-JJ-IN-JJ-NN-NN-NN-DT-NN-IN-JJ-RB-VBZ-JJ-PRP-RB-VBZ-TO-DT-NN-IN-RB-JJ-NN-VBD-JJ-NNS-WDT-VBP-JJ-TO-VB-IN-DT-JJ-NN-NN-NN-VBZ-VBN-DT-RB-IN-JJ-NN-CC-JJ-JJ-NNS-VBP-VBN-IN-DT-JJ-NN-CC-NNS-VBP-RB-VBZ-RB-EX-VBZ-RB-DT-NN-IN-DT-NN-NNS-VBP-RB-VB-NN-RB-IN-DT-NN-CC-JJ-NN-IN-WDT-DT-NN-VBZ-VBN-DT-JJ-NN-NNS-VBD-DT-NN-VBN-TO-VB-DT-JJ-VBG-IN-DT-NN-CC-IN-PRP$-NN-PRP-VBP-DT-NN-IN-DT-JJS-NN-IN-JJ-JJ-NN-NN-PRP-VBP-RB-RB-IN-RB-JJ-VBD-DT-NN-IN-DT-JJ-NN-VBD-IN-PRP$-NN-DT-VBZ-DT-NN-WDT-MD-VB-VBN-RB-RBR-JJ-IN-DT-JJR-NN-NN-CC-IN-JJS-IN-PRP$-JJ-NNS-RB-RB-VBN-IN-PRP-VBD-VBN-PRP-RB-VBZ-RB-VB-DT-NNS-NN-JJR-IN-CD-EX-VBZ-JJ-JJ-IN-DT-NN-CC-DT-NN-VBZ-PRP$-JJS-IN-DT-NNS-VBN-IN-DT-JJ-NN-NN-CC-JJ-NN-PRP-VBZ-IN-DT-JJ-NNS-IN-DT-NN-NNS
i would like to know if the outsiders australian tv series will ever be released on dvd sometime in the future and is the music title theme available on cd there was only one series of 13 episodes of this drama and should have gone on to at least three or even four series in total the young german actor in the series was also in a german tv series called black forest clinic which aired here in the uk with english dialogue superimposed with the lip sync i look forward to hearing any comments from tv industry personnel on the above questions thank you in advance ,1,NN-MD-VB-TO-VB-IN-DT-NNS-JJ-NN-NN-MD-RB-VB-VBN-IN-NN-RB-IN-DT-NN-CC-VBZ-DT-NN-NN-NN-JJ-IN-NN-EX-VBD-RB-CD-NN-IN-CD-NNS-IN-DT-NN-CC-MD-VB-VBN-IN-TO-IN-JJS-CD-CC-RB-CD-NN-IN-JJ-DT-JJ-JJ-NN-IN-DT-NN-VBD-RB-IN-DT-JJ-NN-NN-VBN-JJ-NN-NN-WDT-VBD-RB-IN-DT-NN-IN-JJ-NN-VBN-IN-DT-NN-NN-JJ-VBP-RB-TO-VBG-DT-NNS-IN-NN-NN-NNS-IN-DT-JJ-NNS-VBP-PRP-IN-NN
i really enjoyed this episode which was a great surprise given the bad reputation it seems to have acquired from a pure writing perspective the 16mm shrine is an absolute treat with fantastic dialogue and character analysis typical of sterling in particular i really enjoyed the philosophical indulgences of the episode tackling themes of existence and reality whilst balancing it with more psychological topics such as denial pride and desire the sixteen millimeter shrine is an episode about how these ideas based around an unwillingness to accept change can seemingly alienate a person from the rest of the ever changing world it is also a fantastic example of cerebral twilight zone one that explores the mind rather than the world outside it these elements all come together very nicely to create a thought provoking and incredibly interesting 25 minutes the episode is not without its faults however which mainly lay in lupino and leisen shoes ironically i felt lupino was unconvincing throughout with only a few scenes that could count as memorable this of course being an absolute shame considering how well sterling had written her character furthermore leisen didn t seem to know what to do with most of his characters sometimes having them stand around on set doing next to nothing which probably explains why accepted the poor performances from lupino half the time thankfully balsam does a good job of covering up a lot of weak spots helping redeem the show from an acting perspective at least as i said previously however if you re a fan of classic film and cerebral science fiction this shouldn t be as bad as it s sometimes made out to be in addition to the writing that i mentioned above the episode also features some fantastic photography it still amazes me that the show looks this good nearly fifty years later and decent enough set design overall the sixteen millimeter shrine is a great episode and above all is certainly one to make you think ,1,NN-RB-VBD-DT-NN-WDT-VBD-DT-JJ-NN-VBN-DT-JJ-NN-PRP-VBZ-TO-VB-VBN-IN-DT-NN-VBG-VBP-DT-CD-NN-VBZ-DT-JJ-NN-IN-JJ-NN-CC-NN-NN-JJ-IN-NN-IN-JJ-NN-RB-VBD-DT-JJ-NNS-IN-DT-NN-VBG-NNS-IN-NN-CC-NN-VBP-VBG-PRP-IN-RBR-JJ-NNS-JJ-IN-JJ-NN-CC-VB-DT-JJ-NN-NN-VBZ-DT-NN-IN-WRB-DT-NNS-VBN-IN-DT-NN-TO-VB-NN-MD-VB-VB-DT-NN-IN-DT-NN-IN-DT-RB-VBG-NN-PRP-VBZ-RB-DT-JJ-NN-IN-JJ-NN-NN-CD-WDT-VBZ-DT-NN-RB-IN-DT-NN-IN-PRP-DT-NNS-DT-VBP-RB-RB-RB-TO-VB-DT-JJ-NN-CC-RB-VBG-CD-NNS-DT-NN-VBZ-RB-IN-PRP$-NNS-RB-WDT-RB-VBD-IN-NN-CC-NN-NNS-RB-VBP-VBD-NN-VBD-VBG-IN-IN-RB-DT-JJ-NNS-WDT-MD-VB-IN-JJ-DT-IN-NN-VBG-DT-NN-NN-VBG-WRB-RB-NN-VBD-VBN-PRP$-NN-NN-JJ-NN-NN-VBP-TO-VB-WP-TO-VB-IN-JJS-IN-PRP$-NNS-RB-VBG-PRP-VBP-RB-IN-NN-VBG-JJ-TO-NN-WDT-RB-VBZ-WRB-VBD-DT-JJ-NNS-IN-NN-PDT-DT-NN-RB-RB-VBZ-DT-JJ-NN-IN-VBG-RP-DT-NN-IN-JJ-NNS-VBG-VB-DT-NN-IN-DT-VBG-NN-IN-JJS-IN-NN-VBD-RB-RB-IN-PRP-VBP-DT-NN-IN-JJ-NN-CC-JJ-NN-NN-DT-NN-RB-VB-RB-JJ-IN-PRP-VBZ-RB-VBN-RP-TO-VB-IN-NN-TO-DT-NN-IN-NN-VBD-IN-DT-NN-RB-VBZ-DT-JJ-NN-PRP-RB-VBZ-PRP-IN-DT-NN-VBZ-DT-JJ-RB-JJ-NNS-RB-CC-JJ-RB-VBN-NN-JJ-DT-JJ-NN-NN-VBZ-DT-JJ-NN-CC-IN-DT-VBZ-RB-CD-TO-VB-PRP-VB
i don t really consider myself a conservative so i wasn t personally offended by this film but it was pretty clear that the plot and the characterization in this film were secondary to the message and the message is that all conservatives are either evil or stupid or both the characters are one dimensional either good freedom loving americans or brainless greedy evil conservatives there s nothing clever or creative just anti conservative i don t really mind the political bias itself but it shouldn t be the only purpose behind the movie and clearly it is on the positive side the cast is wonderful and chris cooper s impression of w is funny the first two or three times but after that it s just the same old joke being told over and over again so if you really hate the conservatives you ll probably enjoy this film but if you re looking for something with realistic characters and a story that s less black and white then you d be better off watching something else ,0,JJ-VBP-JJ-RB-VB-PRP-DT-JJ-IN-JJ-VBP-EX-RB-VBN-IN-DT-NN-CC-PRP-VBD-RB-JJ-IN-DT-NN-CC-DT-NN-IN-DT-NN-VBD-JJ-TO-DT-NN-CC-DT-NN-VBZ-IN-DT-NNS-VBP-DT-JJ-CC-JJ-CC-CC-DT-NNS-VBP-CD-JJ-RB-JJ-NN-VBG-NNS-CC-NN-NN-JJ-NNS-EX-VBZ-NN-NN-CC-JJ-RB-RB-JJ-NN-VBP-NN-RB-VB-DT-JJ-NN-PRP-CC-PRP-VBD-RB-VB-DT-JJ-NN-IN-DT-NN-CC-RB-PRP-VBZ-IN-DT-JJ-NN-DT-NN-VBZ-JJ-CC-JJ-NN-NN-NN-IN-NN-VBZ-JJ-DT-JJ-CD-CC-CD-NNS-CC-IN-IN-PRP-VBZ-RB-DT-JJ-JJ-NN-VBG-VBN-IN-CC-RB-RB-RB-IN-PRP-RB-VB-DT-NNS-PRP-VBP-RB-VB-DT-NN-CC-IN-PRP-VBP-VBG-IN-NN-IN-JJ-NNS-CC-DT-NN-WDT-VBZ-JJR-JJ-CC-JJ-RB-PRP-VBP-VB-JJR-RP-VBG-NN-RB
i really should have learned more about this movie before renting it it was one of those movies where you keep watching it figuring it s got to get better then when it ends you feel stupid for having wasted precious time in your life that you can never get back ice t did his bad guy thing and well that was the highlight of the evening the pictures of the shuttle looks like it was done with a little toy inside of a box and the spacewalking scenes were funny because you could see the strings attached to the space suits the script was lacking and the car chase scene with the guy bleeding and going unconscious was incredible because he drove better than i could have on one of my best days all in all i have seen worse but this sure isn t one i d recommend or want to remember ,0,NNS-RB-MD-VB-VBN-JJR-IN-DT-NN-IN-VBG-PRP-PRP-VBD-CD-IN-DT-NNS-WRB-PRP-VBP-VBG-PRP-VBG-PRP-JJ-VBD-TO-VB-RB-RB-WRB-PRP-VBZ-PRP-VBP-JJ-IN-VBG-VBN-JJ-NN-IN-PRP$-NN-IN-PRP-MD-RB-VB-RB-NN-NN-VBD-PRP$-JJ-JJ-NN-CC-RB-DT-VBD-DT-NN-IN-DT-VBG-DT-NNS-IN-DT-JJ-VBZ-IN-PRP-VBD-VBN-IN-DT-JJ-JJ-IN-IN-DT-NN-CC-DT-NN-NNS-VBD-JJ-IN-PRP-MD-VB-DT-NNS-VBN-TO-DT-NN-NNS-DT-NN-VBD-VBG-CC-DT-NN-JJ-NN-IN-DT-NN-NN-CC-VBG-JJ-VBD-JJ-IN-PRP-VBD-JJR-IN-NN-MD-VB-IN-CD-IN-PRP$-JJS-NNS-DT-IN-DT-NNS-VBP-VBN-JJR-CC-DT-JJ-NN-IN-CD-NN-VBP-VBP-CC-VBP-TO-VB
it s a very nice movie and i would definitely recommend it to everyone but there are 2 minus points the level of the stories has a large spectrum some of the scenes are very great and some are just boring a lot of stories are not self contained if you compare to f e coffee and cigarettes where each story has a point a message a punchline or however you wanna call it but well most stories are really good some are great and overall it s one of the best movies this year for sure annoying that i have to fill 10 lines at minimum i haven t got more to say and i don t want to start analyzing the single sequences well i think that s it ,1,PRP-VBZ-DT-RB-JJ-NN-CC-NN-MD-RB-VB-PRP-TO-NN-CC-EX-VBP-CD-CC-NNS-DT-NN-IN-DT-NNS-VBZ-DT-JJ-NN-DT-IN-DT-NNS-VBP-RB-JJ-CC-DT-VBP-RB-VBG-DT-NN-IN-NNS-VBP-RB-RB-VBN-IN-PRP-VBP-TO-VB-JJ-NN-CC-NNS-WRB-DT-NN-VBZ-DT-NN-DT-NN-DT-NN-CC-RB-PRP-VBP-TO-VB-PRP-CC-RB-JJS-NNS-VBP-RB-JJ-DT-VBP-JJ-CC-JJ-PRP-VBZ-CD-IN-DT-JJS-NNS-DT-NN-IN-JJ-VBG-IN-NN-VBP-TO-VB-CD-NNS-IN-NN-NN-VBP-NN-VBD-JJR-TO-VB-CC-VB-VBP-NN-VBP-TO-VB-VBG-DT-JJ-NNS-RB-RB-VBP-IN-VBZ-PRP
i like the wind and the lion very much it was a good movie i thought that since i m young and it was made so long ago i wouldn t like it all that good but after i saw it i was amazed of how good it was my family liked it my friends liked it everyone i showed it to liked it i liked it because it showed how arabs and people in morroco was treated during the early 1900 s by the germans french and even the americans if i was a high school history teacher i would definitely show it to my student s from a high schooler s point of view i give this movie a good 10 out of 10 my grandparents liked it so much they bought it for themselves my little 3 year old cousins even sit down and watched it systemoffell,1,NN-IN-DT-NN-CC-DT-NN-RB-JJ-PRP-VBD-DT-JJ-NN-NN-VBD-IN-IN-NN-VBP-JJ-CC-PRP-VBD-VBN-RB-JJ-RB-JJ-VBP-NNS-IN-PRP-PDT-DT-JJ-CC-IN-JJ-VBD-PRP-NN-VBD-VBN-IN-WRB-JJ-PRP-VBD-PRP$-NN-VBD-PRP-PRP$-NNS-VBD-PRP-NN-NN-VBD-PRP-TO-VB-PRP-JJ-VBD-PRP-IN-PRP-VBD-WRB-JJ-CC-NNS-IN-NN-VBD-VBN-IN-DT-JJ-CD-NN-IN-DT-NNS-JJ-CC-RB-DT-NNS-IN-NN-VBD-DT-JJ-NN-NN-NN-NN-MD-RB-VB-PRP-TO-PRP$-NN-NN-IN-DT-JJ-NN-VBD-NN-IN-NN-VBP-VBP-DT-NN-DT-JJ-CD-IN-IN-CD-PRP$-NNS-VBD-PRP-RB-RB-PRP-VBD-PRP-IN-PRP-PRP$-JJ-CD-NN-JJ-NNS-RB-VBP-RP-CC-VBD-PRP-VB
i m not usually a fan of strictly romantic movies but heard this was good i was stunned easily the most romantic thing i ve ever seen in my life stunning brilliant sweet funny and full of heart the chemistry is flawless as is the writing and directing ethan hawke and julie delphy are so natural and sweet together you really think they re a couple the movies grabs you right away and doesn t let go you can t look away nor can you stop listening to them even the little moments just melt your heart this has jumped into the ranks of one of my favourite ever a masterpiece ,1,NNS-VBP-RB-RB-DT-NN-IN-RB-JJ-NNS-CC-VBD-DT-VBD-JJ-NN-VBD-VBN-RB-DT-RBS-JJ-NN-NN-VBP-RB-VBN-IN-PRP$-NN-VBG-JJ-JJ-NN-CC-JJ-IN-NN-DT-NN-VBZ-JJ-IN-VBZ-DT-NN-CC-VBG-JJ-NN-CC-NN-NN-VBP-RB-JJ-CC-JJ-RB-PRP-RB-VBP-PRP-VBP-DT-NN-DT-NNS-VBP-PRP-JJ-RB-CC-JJ-NN-NN-VB-PRP-MD-VB-VB-RP-CC-MD-PRP-VB-VBG-TO-PRP-RB-DT-JJ-NNS-RB-VB-PRP$-NN-DT-VBZ-VBN-IN-DT-NNS-IN-CD-IN-PRP$-JJ-RB-DT-NN
the movie slugs is unique because the titular vermin are actually the good guys in this horrific tale of nature gone awry you see these poor slugs have been mutated through the pollution of evil humans and don t mean to do anything malicious they re just slugs slugs with sharp teeth who eat flesh and excrete poison but slugs none the less the real bad guys are the humans who either actively try to destroy our beloved slugs or overreact when they encounter them for example take the scene where the guy puts on the glove full of slugs they were just hanging out in a comfortable work glove when out of nowhere this giant hand came at them and they reacted instinctively defending themselves and biting the guy now instead of seeking medical attention for his slug bite this guy runs around his greenhouse screaming like an idiot spills some highly volatile chemicals starts a fire knocks a bookcase over on himself and cuts off his own hand then the fire and volatile chemicals mix and his house explodes how can you blame that on the slugs this movie paints a portrait of humans that is less than favorable the characters in this movie include the dumb sheriff who hates everybody the drunk hick who s mean to his dog and the lumpy sidekick whose wife is at least forty five years older than him there s also a set of drunken teensthat get attacked while copulating and we have to see the skinny long haired freaks genitals meanwhile there s a guy who looks like a demonic leslie neilson who yells you don t have the authority to declare happy birthday for some reason finally this parade of loathsomeness is rounded out by the guy from the mst3k classic pod people whose face explodes after eating a slug laces salad another easily avoided fate blamed on the helpful harmless slugs humans are portrayed as greedy stupid racist alcoholic and in one pointless scene as would be rapists in the movie s climactic scene the villainous humans try to burn the slugs who are cowering helplessly in the sewers well since they re idiots the humans succeed in blowing up the entire town they alone do more damage than the slugs ever did if you hate humans and i know i do you ll appreciate slugs if you re a fan of bad cinema you ll also appreciate this crapfest from the director of pieces and pod people there s enough bad acting silly dialog illogical plot twists lame special effects pointless scenes and poor dubbing to hold your attention ,0,DT-NN-NN-VBZ-JJ-IN-DT-JJ-NN-VBP-RB-DT-JJ-NNS-IN-DT-JJ-NN-IN-NN-VBN-RB-PRP-VBP-DT-JJ-NNS-VBP-VBN-VBN-IN-DT-NN-IN-JJ-NNS-CC-VB-JJ-NN-TO-VB-NN-JJ-PRP-VBP-RB-VBN-NNS-IN-JJ-NNS-WP-VBP-JJ-CC-JJ-NN-CC-VBZ-NN-DT-JJR-DT-JJ-JJ-NNS-VBP-DT-NNS-WP-VBP-RB-VB-TO-VB-PRP$-JJ-NNS-CC-NN-WRB-PRP-VBP-PRP-IN-NN-VBP-DT-NN-WRB-DT-NN-VBZ-IN-DT-JJ-JJ-IN-NNS-PRP-VBD-RB-VBG-RP-IN-DT-JJ-NN-NN-WRB-IN-IN-RB-DT-JJ-NN-VBD-IN-PRP-CC-PRP-VBD-RB-VBG-PRP-CC-VBG-DT-NN-RB-RB-IN-VBG-JJ-NN-IN-PRP$-NN-NN-DT-NN-VBZ-IN-PRP$-NN-VBG-IN-DT-NN-VBZ-DT-RB-JJ-NNS-VBZ-DT-NN-VBZ-DT-NN-IN-IN-PRP-CC-VB-RP-PRP$-JJ-NN-RB-DT-NN-CC-JJ-NNS-NN-CC-PRP$-NN-VBZ-WRB-MD-PRP-VB-IN-IN-DT-NN-DT-NN-VBZ-DT-NN-IN-NNS-WDT-VBZ-JJR-IN-JJ-DT-NNS-IN-DT-NN-VBP-DT-JJ-NN-WP-VBZ-VBP-DT-NN-NN-WP-VBD-NN-TO-PRP$-NN-CC-DT-JJ-NN-WP$-NN-VBZ-IN-JJS-JJ-CD-NNS-JJR-IN-PRP-EX-NN-RB-DT-NN-IN-NN-WDT-VBP-VBN-IN-VBG-CC-PRP-VBP-TO-VB-DT-NN-RB-VBD-JJ-NNS-RB-EX-VBZ-DT-NN-WP-VBZ-IN-DT-JJ-NN-NN-WP-VBZ-PRP-VBP-NNS-VBP-DT-NN-TO-VB-JJ-NN-IN-DT-NN-RB-DT-NN-IN-NN-VBZ-VBN-RP-IN-DT-NN-IN-DT-NN-JJ-NN-NNS-WP$-NN-NNS-IN-VBG-DT-NN-VBZ-JJ-DT-RB-VBN-NN-VBN-IN-DT-JJ-NN-NNS-NNS-VBP-VBN-IN-NN-JJ-NN-NN-CC-IN-CD-NN-NN-IN-MD-VB-NNS-IN-DT-NN-VBZ-JJ-NN-DT-JJ-NNS-VBP-TO-VB-DT-NNS-WP-VBP-VBG-RB-IN-DT-NNS-RB-IN-PRP-VBP-VBP-DT-NNS-VB-IN-VBG-RP-DT-JJ-NN-PRP-RB-VBP-JJR-NN-IN-DT-JJ-RB-VBD-IN-PRP-VBP-NNS-CC-NN-VBP-RB-VBP-PRP-VB-VB-NNS-IN-PRP-VBP-DT-NN-IN-JJ-NN-PRP-VBP-RB-VBP-DT-NN-IN-DT-NN-IN-NNS-CC-JJ-NNS-EX-JJ-RB-JJ-VBG-RB-JJ-JJ-NN-NNS-VBP-JJ-NNS-JJ-NNS-CC-JJ-NN-TO-VB-PRP$-NN
i am giving this pretentious piece of garbage a 1 simply because i don t believe there is a worse movie in the world i hate this movie i hate the acting dialog setting writing and directing i hope everyone that was involved in this movie burns and rots in the darkest circle of hell damn this disgusting waste of time i pray every day that this movie is just a figment of my imagination i pray that i dreamt the movie and that i will never have to see it at my local video store again burn in hell,0,NN-VBP-VBG-DT-JJ-NN-IN-NN-DT-CD-RB-IN-JJ-VBP-JJ-VBP-EX-VBZ-DT-JJ-NN-IN-DT-NN-NN-VBP-DT-NN-NN-VBP-DT-VBG-NN-VBG-NN-CC-VBG-JJ-VBP-NN-WDT-VBD-VBN-IN-DT-NN-NNS-CC-NNS-IN-DT-JJS-NN-IN-NN-NN-DT-VBG-NN-IN-NN-JJ-NN-DT-NN-IN-DT-NN-VBZ-RB-DT-NN-IN-PRP$-NN-NN-VBP-IN-NN-VBP-DT-NN-CC-IN-NN-MD-RB-VB-TO-VB-PRP-IN-PRP$-JJ-NN-NN-RB-VBP-IN-NN
this is according to me a quite bizarre movie with a lot of humor in it i wouldn t say that it is very scary but more fun i guess that is if you like horror movies scarecrow kind of remembered me of children of the corn but still not if you compare these two movies this is much more fun to watch =),1,DT-VBZ-VBG-TO-PRP-DT-RB-JJ-NN-IN-DT-NN-IN-NN-IN-PRP-JJ-JJ-NNS-VBP-IN-PRP-VBZ-RB-JJ-CC-JJR-NN-NN-NN-WDT-VBZ-IN-PRP-VBP-JJ-NNS-VBP-NN-IN-JJ-PRP-IN-NNS-IN-DT-NN-CC-RB-RB-IN-PRP-VBP-DT-CD-NNS-DT-VBZ-RB-RBR-JJ-TO-VB-NN-)
a woman finds herself caught up in an apparently inexplicable rash of suicides then again are these really suicides it seems as though there s a ghost on the loose guess what the ghost has long black hair that hides its face and it moves about with its head or arms twisted this way or that making for a very weird looking specter recurrent theme music plays from unexpected locations to announce the arrival of the ghost and bizarre sound effects which resemble the sound of small twigs being snapped always accompany this hapless spirit does any of this sound familiar well if you ve seen a few asian horror movies in the last 10 years it should borrowing heavily and unabashedly from the ring one last call and a few other recent horror hits this film tries to carry an uninteresting and worn out plot to a climax but we ve seen it all before avoid it unless you re desperate or haven t seen any other asian horror movies in the last 10 years ,0,DT-NN-VBZ-PRP-VBD-RP-IN-DT-RB-JJ-NN-IN-NNS-RB-RB-VBP-DT-RB-VBZ-PRP-VBZ-IN-IN-EX-VB-DT-NN-IN-DT-JJ-NN-WP-DT-NN-VBZ-RB-JJ-NN-WDT-VBZ-PRP$-NN-CC-PRP-VBZ-IN-IN-PRP$-NN-CC-NNS-VBN-DT-NN-CC-IN-VBG-IN-DT-RB-JJ-VBG-NN-NN-NN-NN-VBZ-IN-JJ-NNS-TO-VB-DT-NN-IN-DT-NN-CC-JJ-NN-NNS-WDT-VBP-DT-NN-IN-JJ-NNS-VBG-VBD-RB-VB-DT-JJ-NN-VBZ-DT-IN-DT-NN-JJ-RB-IN-PRP-VBP-VBN-DT-JJ-JJ-NN-NNS-IN-DT-JJ-CD-NNS-PRP-MD-VBG-RB-CC-RB-IN-DT-VBG-CD-JJ-NN-CC-DT-JJ-JJ-JJ-NN-VBZ-DT-NN-VBZ-TO-VB-DT-JJ-CC-VBN-RP-NN-TO-DT-NN-CC-PRP-VBP-VBN-PRP-DT-IN-NNS-PRP-IN-PRP-VBP-JJ-CC-JJ-NNS-VBN-DT-JJ-JJ-NN-NNS-IN-DT-JJ-CD-NNS
